# BATCH C / compare — `GET /api/compare` (RS-5-059).
#
# Format and conventions: see the header of `endpoint-cases.txt`. This is a
# SIDECAR file; the integrator merges it into the shared matrix and strips the
# leading `P-by-dir-known` row, which already runs earlier there.
#
# ── READ THIS BEFORE WONDERING WHY THE 200s ARE ALL `!` ──────────────────────
#
# The payload is `{"period": …, "models": [...], "generated": time.time()}`.
# `generated` is a wall-clock float, read *after* the query runs, and the differ
# compares BODY BYTES with no field masking. So every 200 from this endpoint is
# a guaranteed divergence on one field, in every run, forever — not a port
# defect and not something a port can fix. Every 200 row below is therefore a
# `!` (known-open): reported under the banner, never fatal.
#
# That would leave the endpoint with no evidence at all, so the evidence was
# produced out of band instead. With `generated` pinned to the same value on
# both sides, `build_compare_payload` was run against
# `.parity-state/fresh/store.db` (the differ's own corpus, opened read-only) for
# fourteen argument combinations — both codepaths, both filters, the case-fold,
# the misses — and every one rendered BYTE-IDENTICAL to the Python. Method,
# script and the one seam that broke it are in `DIV-c-compare.md` (DIV-085).
#
# The two things that WOULD have to be true for these rows to go green:
#   * the differ learns to mask a named field per case, or
#   * `pyserver.py` pins `time.time()` — which its own docstring forbids
#     ("NOT patched, on purpose: anything that changes a RESPONSE").
# Neither is this batch's file to edit. Flagged, not decided.
#
# The 4xx/405 rows below carry no `generated` at all and ARE deterministic, so
# they are plain rows and they do gate.
#
# Side effects: none. Every codepath here is `SELECT`-only. Python additionally
# runs `schema.apply(conn)` per request, which is a `PRAGMA user_version` read
# and an immediate return on a current store (DIV-087) — the differ boots the
# Python server first, which has already applied it. No row writes. DIV-059 is
# satisfied.

# ── project selection (stripped on merge; here so the file stands alone) ─────
P-by-dir-known      | POST | /api/project-by-dir | {"dir_name": "-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow"}
!CMP-proj-prov      | GET | /api/compare?period=all&project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&provider=claude | -
!CMP-proj-prov-empty | GET | /api/compare?project=-media-tmos-bumblebe-dev-dev-year26-jul26-StackUnderflow&provider= | -

# ── method + unknown-parameter shapes ────────────────────────────────────────
# Deterministic: no body from the handler at all.
CMP-method          | POST | /api/compare                      | {}
CMP-method-put      | PUT  | /api/compare                      | {}
# An unknown query parameter is ignored, not rejected — FastAPI does not reject
# extras on a query signature. This one 200s, so it is `!` like its siblings.
!CMP-unknown-param  | GET | /api/compare?nonsense=1            | -
